Date,Year,Month,Day,Time all food in (to match with GPS data),Enclosure,Food Description,Food Type,# Food Buckets,Temperature,Weather,# Ravens Present,Predator/Alarm Call Playback,Food at Wolf/Bear Enclosure,Two Heap Experiment,Novel Person/Object,Hunting/Culling/Construction Work,Feeding in Smaller/Separation Enclosure,# Juveniles Close By,# Juveniles on Ground,Notes
2023/12/19,2023,12,19,08:45,Wild boar,Bread,Bread,2,0.3,1,40,0,0,1,0,0,0,NA,NA,
2023/12/20,2023,12,20,08:38,Wild boar,Bread,Bread,2,6.8,3,10,0,0,0,1,0,0,NA,NA,One new person present
2023/12/21,2023,12,21,08:47,Wild boar,Bread,Bread,2,4.6,2,40,0,0,1,0,0,0,NA,NA,
2023/12/22,2023,12,22,08:43,Wild boar,"Bread, some fruit",Bread + vegetables/fruit,2,8.7,3,30,0,0,0,0,0,0,NA,NA,
2023/12/27,2023,12,27,08:40,Wild boar,Pellets,Pellets,1,3.2,2,10,0,0,0,0,0,0,NA,NA,
2023/12/28,2023,12,28,08:42,Wild boar,Bread,Bread,1,1.7,1,30,0,0,0,0,0,0,NA,NA,
2023/12/29,2023,12,29,,Wild boar,Bread,Bread,2,4.8,2,30,0,0,0,0,0,0,NA,NA,
2024/01/02,2024,1,2,08:31,Wild boar,"Bread, fruit",Bread + vegetables/fruit,2,0.1,2,35,0,0,0,0,0,0,NA,NA,
2024/01/03,2024,1,3,08:42,Wild boar,Bread,Bread,3,9,3,30,0,0,1,0,0,0,NA,NA,
2024/01/04,2024,1,4,08:38,Wild boar,"Pellets, bread",Bread + pellets,2,4.1,2,35,0,0,1,0,0,0,NA,NA,
2024/01/05,2024,1,5,08:38,Wild boar,"Pellets, bread",Bread + pellets,2,7.8,2,35,0,0,0,0,0,0,NA,NA,
2024/01/08,2024,1,8,08:40,Wild boar,"Pellets, bread, kitchen scraps",Bread + pellets + kitchen scraps,2,-4.9,2,20,0,0,0,0,0,0,NA,NA,
2024/01/09,2024,1,9,08:41,Wild boar,Pellets,Pellets,1,-9.4,2,15,0,0,0,0,0,0,NA,NA,
2024/01/10,2024,1,10,08:38,Wild boar,Bread,Bread,1,-12.4,1,35,0,0,0,0,0,0,NA,NA,
2024/01/11,2024,1,11,08:40,Wild boar,"Pellets, bread",Bread + pellets,2,-11.3,1,35,0,0,0,0,0,0,NA,NA,
2024/01/12,2024,1,12,08:40,Wild boar,"Pellets, bread, oats",Bread + pellets,2,-3.5,2,40,0,0,0,0,0,0,NA,NA,
2024/01/15,2024,1,15,08:39,Wild boar,Pellets,Pellets,1,0.1,5,30,0,0,0,0,0,0,NA,NA,
2024/01/16,2024,1,16,08:15,Wild boar,"Pellets, bread",Bread + pellets,1,0.3,2,15,0,0,1,0,0,0,NA,NA,
2024/01/17,2024,1,17,08:20,Wild boar,"Bread, kitchen scraps",Bread + kitchen scraps,1,-2.9,2,35,0,0,1,0,0,0,NA,NA,
2024/01/18,2024,1,18,08:21,Wild boar,Bread,Bread,1,3.2,2,35,0,0,1,0,0,0,NA,NA,
2024/01/19,2024,1,19,08:40,Wild boar,"Bread, kitchen scraps",Bread + kitchen scraps,1,-2.1,5,30,0,0,0,0,0,0,NA,NA,
2024/01/22,2024,1,22,08:40,Wild boar,Pellets,Pellets,1,-3.4,1,25,0,0,0,0,0,0,NA,NA,
2024/01/23,2024,1,23,08:49,Wild boar,"Pellets, breadcrumbs",Pellets,2,6.7,2,25,0,0,0,0,0,0,NA,NA,
2024/01/24,2024,1,24,08:40,Wild boar,"Bread, kitchen scraps",Bread + kitchen scraps,1,15.6,2,30,0,0,1,0,0,0,NA,NA,
2024/01/25,2024,1,25,08:39,Wild boar,Bread,Bread,1,6.3,2,35,0,0,1,0,0,0,NA,NA,
2024/01/26,2024,1,26,08:40,Wild boar,Pellets,Pellets,1,7.5,3,30,0,0,0,0,0,0,NA,NA,
2024/01/29,2024,1,29,08:40,Wild boar,Pellets,Pellets,2,-2.6,1,15,0,0,0,0,0,0,NA,NA,
2024/01/30,2024,1,30,08:43,Wild boar,Pellets,Pellets,1,-3.1,1,15,0,0,1,0,0,0,NA,NA,
2024/01/31,2024,1,31,09:01,Wild boar,Bread,Bread,1,1,2,30,0,0,1,0,0,0,NA,NA,
2024/02/05,2024,2,5,08:47,Wild boar,"Pellets, vegetables",Pellets + vegetables/fruit,1,9.1,Cloudy,30,0,0,0,0,0,0,NA,NA,
2024/02/06,2024,2,6,08:44,Wild boar,Pellets,Pellets,1,8,Clear,10,0,0,0,1,0,0,NA,NA,Two unfamiliar people present
2024/02/07,2024,2,7,08:39,Wild boar,"Pellets, bread",Bread + pellets,1,10.1,Cloudy,30,0,0,0,0,0,0,NA,NA,
2024/02/08,2024,2,8,08:40,Wild boar,"Pellets, bread",Bread + pellets,2,7,Rainy,25,0,0,0,0,0,0,NA,NA,
2024/02/09,2024,2,9,08:40,Wild boar,Pellets,Pellets,1,5.6,Cloudy,20,0,0,0,0,0,0,NA,NA,
2024/02/12,2024,2,12,08:43,Wild boar,Pellets,Pellets,1,5.3,3,15,0,0,0,0,0,0,NA,NA,
2024/02/13,2024,2,13,08:16,Wild boar,"Pellets, kitchen scraps",Pellets + kitchen scraps,1,3.6,3,15,0,0,0,0,0,0,NA,NA,
2024/02/14,2024,2,14,08:46,Wild boar,Pellets,Pellets,1,0.7,1,15,0,0,0,0,0,0,NA,NA,
2024/02/15,2024,2,15,08:42,Wild boar,"Pellets, kitchen scraps, bread",Bread + pellets + kitchen scraps,1,6.9,2,15,0,0,1,0,0,0,NA,NA,
2024/02/16,2024,2,16,08:47,Wild boar,"Pellets, entrails",Pellets + entrails,2,3.3,1,30,0,0,1,0,0,0,NA,NA,
2024/02/17,2024,2,17,08:50,Wild boar,Bread,Bread,1,6.7,3,30,0,0,1,0,0,0,NA,NA,
2024/02/19,2024,2,19,08:47,Wild boar,Pellets,Pellets,1,12.3,3,10,0,0,1,0,0,0,NA,NA,
2024/02/20,2024,2,20,08:40,Wild boar,Pellets,Pellets,1,4.7,2,15,0,0,0,0,0,0,NA,NA,
2024/02/21,2024,2,21,08:43,Wild boar,"Pellets, entrails",Pellets + entrails,2,4.2,2,25,0,0,1,0,0,0,NA,NA,
2024/02/22,2024,2,22,08:33,Wild boar,Pellets,Pellets,1,5.4,2,10,0,0,0,0,0,0,NA,NA,
2024/02/23,2024,2,23,08:40,Wild boar,Bread,Bread,2,6,3,30,0,0,0,0,0,0,NA,NA,
2024/02/26,2024,2,26,08:39,Wild boar,Bread,Bread,1,0.4,1,30,0,0,0,0,0,0,NA,NA,
2024/02/27,2024,2,27,08:42,Wild boar,Bread,Bread,1,1.9,2,40,0,0,0,0,0,0,NA,NA,
2024/02/28,2024,2,28,,Wild boar,Bread,Bread,1,2.6,2,25,0,0,0,0,0,0,NA,NA,
2024/02/29,2024,2,29,08:42,Wild boar,Bread,Bread,1,5,2,35,0,0,0,0,0,0,NA,NA,
2024/03/01,2024,3,1,08:50,Wild boar,Bread,Bread,1,5.7,2,30,0,0,0,0,0,0,NA,NA,
2024/03/04,2024,3,4,08:43,Wild boar,"Bread, old vegetables",Bread + vegetables/fruit,1,4.8,1,35,0,0,0,0,0,0,NA,NA,
2024/03/05,2024,3,5,08:48,Wild boar,Bread,Bread,1,6.4,2,40,0,0,0,0,0,0,NA,NA,
2024/03/06,2024,3,6,08:29,Wild boar,"Bread, old vegetables",Bread + vegetables/fruit,1,0.9,2,30,0,0,0,0,0,0,NA,NA,
2024/03/07,2024,3,7,08:18,Wild boar,"Bread, avocadoes",Bread + vegetables/fruit,1,2.4,2,15,0,0,0,0,0,0,NA,NA,
2024/03/08,2024,3,8,08:19,Wild boar,Bread,Bread,1,-2.4,1,20,0,0,0,0,0,0,NA,NA,
2024/03/11,2024,3,11,08:20,Wild boar,Pellets,Pellets,1,4.9,2,10,0,0,0,0,0,0,NA,NA,
2024/03/12,2024,3,12,08:32,Wild boar,Bread,Bread,1,5.4,3,15,0,0,0,0,0,0,NA,NA,
2024/03/13,2024,3,13,08:17,Wild boar,Bread,Bread,1,4.8,2,30,0,0,0,0,0,0,NA,NA,
2024/03/14,2024,3,14,08:27,Wild boar,Bread,Bread,1,7.2,3,25,0,0,0,0,0,0,NA,NA,
2024/03/15,2024,3,15,08:49,Wild boar,"Bread, blueberries",Bread + vegetables/fruit,1,7.4,1,20,0,0,0,0,0,0,NA,NA,
2024/03/18,2024,3,18,08:24,Wild boar,Bread,Bread,1,7.1,3,20,0,0,0,0,0,0,NA,NA,
2024/03/19,2024,3,19,08:43,Wild boar,"Bread, pellets",Bread + pellets,1,4.8,3,25,0,0,0,0,0,0,NA,NA,
2024/03/20,2024,3,20,08:24,Wild boar,Bread,Bread,1,3.6,1,25,0,0,0,0,0,0,NA,NA,
2024/03/21,2024,3,21,08:28,Wild boar,Bread,Bread,1,5.6,2,30,0,0,0,0,0,0,NA,NA,
2024/03/22,2024,3,22,08:42,Wild boar,Bread,Bread,2,7.1,2,30,0,0,1,0,0,0,NA,NA,
2024/03/25,2024,3,25,08:34,Wild boar,Bread,Bread,1,2.4,3,25,0,0,0,0,0,0,NA,NA,
2024/03/26,2024,3,26,08:37,Wild boar,Bread,Bread,1,3.3,1,25,0,0,0,0,0,0,NA,NA,
2024/03/27,2024,3,27,08:48,Wild boar,Bread,Bread,1,16.1,2,25,0,0,0,0,0,0,NA,NA,
2024/03/28,2024,3,28,08:34,Wild boar,Bread,Bread,2,6.9,1,25,0,0,0,0,0,0,NA,NA,
2024/03/29,2024,3,29,08:28,Wild boar,Bread,Bread,1,5.9,1,30,0,0,0,0,0,0,NA,NA,
2024/04/02,2024,4,2,08:35,Wild boar,Bread,Bread,1,9,2,20,0,0,0,0,0,0,NA,NA,
2024/04/03,2024,4,3,08:51,Wild boar,Bread,Bread,1,5.6,2,20,0,0,0,0,0,0,NA,NA,
2024/04/08,2024,4,8,08:25,Wild boar,Bread,Bread,1,13.7,1,35,0,0,0,0,0,0,NA,NA,
2024/04/09,2024,4,9,08:33,Wild boar,Bread,Bread,1,14,1,30,0,0,0,0,0,0,NA,NA,
2024/04/10,2024,4,10,08:57,Wild boar,Bread,Bread,2,6,2,30,0,0,0,0,0,0,NA,NA,
2024/04/11,2024,4,11,08:29,Wild boar,Bread,Bread,2,6.8,1,20,0,0,1,0,0,0,NA,NA,
2024/04/12,2024,4,12,08:24,Wild boar,Bread,Bread,1,9,1,25,0,0,0,0,0,0,NA,NA,
2024/04/15,2024,4,15,08:41,Wild boar,Bread,Bread,1,15.6,2,30,0,0,0,0,0,0,NA,NA,
2024/04/16,2024,4,16,08:35,Wild boar,Bread,Bread,1,4,3,15,0,0,0,0,0,0,NA,NA,
2024/04/17,2024,4,17,08:31,Wild boar,Bread,Bread,1,2.2,3,10,0,0,0,0,0,0,NA,NA,
2024/04/18,2024,4,18,08:35,Wild boar,Bread,Bread,1,1,5,20,0,0,0,0,0,0,NA,NA,
2024/04/19,2024,4,19,08:49,Wild boar,"Bread, blueberries",Bread + vegetables/fruit,1,2.7,3,30,0,0,0,0,0,0,NA,NA,
2024/04/22,2024,4,22,08:22,Wild boar,Bread,Bread,1,0.7,1,20,0,0,0,0,0,0,NA,NA,
2024/04/24,2024,4,24,08:33,Wild boar,Bread,Bread,1,1.6,3,25,0,0,0,0,0,0,NA,NA,
2024/04/25,2024,4,25,08:32,Wild boar,Bread,Bread,1,3.8,2,30,0,0,0,0,0,0,NA,NA,
2024/04/26,2024,4,26,08:56,Wild boar,"Pellets, bread",Bread + pellets,1,4.6,1,15,0,0,0,0,0,0,NA,NA,
2024/04/29,2024,4,29,08:24,Wild boar,Pellets,Pellets,1,10.8,1,20,0,0,0,0,0,0,NA,NA,
2024/04/30,2024,4,30,08:32,Wild boar,"Bread, walnuts",Bread + nuts,1,16.3,1,30,0,0,0,0,0,0,NA,NA,
2024/05/01,2024,5,1,08:30,Wild boar,"Bread, hazelnuts, popcorn",Bread + nuts,1,13.8,1,30,0,0,0,0,0,0,NA,NA,
2024/05/02,2024,5,2,08:29,Wild boar,Bread,Bread,1,16,2,20,0,0,0,0,0,0,NA,NA,
2024/05/03,2024,5,3,08:40,Wild boar,Bread,Bread,1,10.6,3,35,0,0,0,0,0,0,NA,NA,
2024/05/06,2024,5,6,08:38,Wild boar,Bread,Bread,1,14.3,1,25,0,0,0,0,0,0,NA,NA,
2024/05/07,2024,5,7,08:49,Wild boar,"Bread, pellets",Bread + pellets,2,11.9,3,25,0,0,0,0,0,0,NA,NA,
2024/05/08,2024,5,8,08:39,Wild boar,Bread,Bread,1,10.6,3,20,0,0,0,0,0,0,NA,NA,
2024/05/09,2024,5,9,08:40,Wild boar,Bread,Bread,1,11.2,2,40,0,0,0,0,0,0,NA,NA,
2024/05/10,2024,5,10,08:30,Wild boar,"Pellets, bread, bananas",Bread + pellets + vegetables/fruit,2,8,1,30,0,0,0,0,0,0,NA,NA,
2024/05/13,2024,5,13,08:59,Wild boar,Pellets,Pellets,1,12.7,1,10,0,0,0,0,0,0,NA,NA,
2024/05/14,2024,5,14,08:27,Wild boar,Bread,Bread,1,11.4,1,25,0,0,0,0,0,0,NA,NA,
2024/05/15,2024,5,15,08:32,Wild boar,Bread,Bread,1,17.5,1,30,0,0,0,0,0,0,NA,NA,
2024/05/16,2024,5,16,08:36,Wild boar,Bread,Bread,1,18.1,2,35,0,0,0,0,0,0,NA,NA,
2024/05/17,2024,5,17,08:28,Wild boar,Bread,Bread,1,13.1,2,35,0,0,0,0,0,0,NA,NA,
2024/05/20,2024,5,20,08:24,Wild boar,Pellets,Pellets,1,12.3,1,15,0,0,0,0,0,0,NA,NA,
2024/05/21,2024,5,21,08:46,Wild boar,Pellets,Pellets,1,14.7,2,15,0,0,0,0,0,0,NA,NA,
2024/05/22,2024,5,22,08:23,Wild boar,"Bread, pellets",Bread + pellets,1,11.6,2,15,0,0,0,0,0,0,NA,NA,
2024/05/23,2024,5,23,08:28,Wild boar,Bread,Bread,1,12.9,1,25,0,0,0,0,0,0,NA,NA,
2024/05/24,2024,5,24,08:30,Wild boar,Bread,Bread,1,12.5,2,35,0,0,0,0,0,0,NA,NA,
2024/05/27,2024,5,27,08:28,Wild boar,"Bread, pellets",Bread + pellets,1,14.8,2,30,0,0,0,0,0,0,NA,NA,
2024/05/28,2024,5,28,08:38,Wild boar,Bread,Bread,1,14.3,4,35,0,0,0,0,0,0,NA,NA,
2024/05/29,2024,5,29,08:32,Wild boar,Bread,Bread,1,10.3,1,30,0,0,0,0,0,0,NA,NA,
2024/05/30,2024,5,30,08:40,Wild boar,Bread,Bread,1,14.2,2,25,0,0,0,0,0,0,NA,NA,
2024/05/31,2024,5,31,08:45,Wild boar,"Bread, pellets",Bread + pellets,1,12.4,3,30,0,0,0,0,0,0,NA,NA,
